# Azure-data-example-2018-04-10.csv
# 4/10/18 RTK
# Data originally from 033018r1_qual1_analysis.xlsx
Step2Channel1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
23,0.0765869,0.06311793,0.05344605,0.03768448,0.06541052,0.1022353,0.06576873,0.05638343,0.08439604,0.09979939,0.05459235,0.03438888,0.1031666,0.08898123,0.05387591,0.03388738,0.08045318,0.08303456,0.08152875,0.06804819,0.08970314,0.1313638,0.08748028,0.05722071,0.07113151,0.08525742,0.05535638,0.02982934,0.09285817,0.07995124,0.04345332,0.0389359,0.06158926,0.05520063,0.05433924,0.06065609,0.1193023,0.06481947,0.02878472,0.02978968,0.06115857,0.06819323,0.05340607,0.03933673,0.1332998,0.0402699,0.02297035,0.02706195,0.02572948,0.02220785,0.02594509,0.008696277,0.06899526,0.06482679,0.02608883,0.01387092,0.03701308,0.04621245,0.02098606,0.005462124,0.06870778,0.04506253,0.01911744,0.04060658,0.02446747,0.02641048,0.01784686,0.01849453,0.03821243,0.06203224,0.02238054,0.01799079,0.04123489,0.04490501,0.01907024,0.003382268,0.06663788,0.03850029,0.01799079,0.01799079,0.07287245,0.06733329,0.05402489,0.04488886,0.07366376,0.1072585,0.06625423,0.05503201,0.0876196,0.09963312,0.06546292,0.03330696,0.102007,0.1021509,0.05460039,0.05273002
24,0.08512326,0.07308635,0.06364422,0.04548075,0.07287012,0.1122243,0.06566239,0.06573447,0.09997117,0.118495,0.06825718,0.04540868,0.117558,0.1068185,0.06580655,0.04187689,0.09867994,0.1020703,0.1015653,0.08345957,0.1076967,0.1535021,0.1086345,0.07206232,0.07949217,0.09593883,0.06484888,0.03628363,0.1014932,0.09060088,0.05049412,0.04616605,0.06633942,0.06042013,0.06287447,0.07680647,0.1474771,0.06410164,0.02858587,0.02959648,0.06366852,0.07038186,0.06309102,0.05096369,0.1590269,0.03991915,0.02281094,0.0267812,0.02516633,0.02140584,0.02538328,0.007882557,0.06841192,0.06371131,0.02531096,0.0131617,0.03680937,0.04527047,0.02039341,0.004700608,0.06797802,0.04411339,0.01851316,0.0394851,0.02410772,0.02591761,0.01730254,0.01817129,0.03786288,0.06139144,0.02200825,0.01766452,0.04112068,0.0441613,0.01867806,0.003040614,0.06602476,0.03771809,0.01751973,0.01759212,0.08244739,0.07818037,0.0640052,0.05373545,0.0834599,0.1185362,0.0779634,0.06414985,0.1034208,0.1182469,0.08259203,0.04411658,0.1163665,0.1185362,0.06697042,0.06581327
25,0.1003187,0.09256845,0.0841663,0.06062581,0.08728089,0.1317543,0.06540634,0.08286253,0.1273359,0.1518905,0.09329277,0.06518905,0.1443575,0.1380559,0.08793278,0.05627988,0.1306208,0.1356252,0.1360603,0.1100232,0.1389614,0.1927763,0.145924,0.09827386,0.09501015,0.1158979,0.08246301,0.0483754,0.1173484,0.1104584,0.06360603,0.0602698,0.07557718,0.07078554,0.0793524,0.105053,0.1923915,0.06345288,0.02824161,0.02925802,0.06868012,0.07550457,0.08065921,0.07143895,0.1993611,0.0397125,0.02221577,0.0264266,0.0247982,0.02094393,0.02501636,0.007417643,0.06843138,0.06334085,0.02494364,0.01272635,0.03708821,0.04494219,0.02014399,0.004217875,0.06770416,0.04377864,0.01810777,0.0390517,0.02395515,0.02584826,0.01725644,0.01791175,0.03771662,0.06079802,0.02177079,0.01732926,0.04150284,0.04405126,0.01849425,0.002694044,0.06574924,0.03757099,0.01725644,0.01718363,0.1006184,0.09807203,0.08301201,0.07086213,0.1013459,0.1400509,0.09967261,0.08148418,0.1310295,0.1505275,0.1120407,0.06344125,0.1418698,0.1471808,0.08861404,0.08948708
26,0.1279231,0.1290887,0.1207839,0.0879289,0.1134989,0.1685,0.0665841,0.1135718,0.1703213,0.2080571,0.1319298,0.0968165,0.1872223,0.1913747,0.1230422,0.07940555,0.1815665,0.1914754,0.1927869,0.1536612,0.1896539,0.2586521,0.2051002,0.1408379,0.1237887,0.1562113,0.1151184,0.07125683,0.1481239,0.1495811,0.08867031,0.08612022,0.09491501,0.09316408,0.1100897,0.1506529,0.2530824,0.0666083,0.02947399,0.03034946,0.07988619,0.09053768,0.1130809,0.1048369,0.2549792,0.04377326,0.02319982,0.02743124,0.02637539,0.02374516,0.0267407,0.008475196,0.07065098,0.0667787,0.0257909,0.01395485,0.03923431,0.05033974,0.02111493,0.00540659,0.06992036,0.04844012,0.01899613,0.04033024,0.02504027,0.02826183,0.01852394,0.01867038,0.03946405,0.06421145,0.02240445,0.01801142,0.04327134,0.04883585,0.01932933,0.00336799,0.06757944,0.04158735,0.0179382,0.01771855,0.1334308,0.1362806,0.1180855,0.1017903,0.1350384,0.1818049,0.1392035,0.1127512,0.1759591,0.2075265,0.1598831,0.09470223,0.1839971,0.1962002,0.1240044,0.1267812
27,0.1689728,0.182517,0.1752691,0.1306099,0.1511824,0.2210264,0.06625668,0.1609928,0.2251995,0.2758621,0.1806867,0.137565,0.2415989,0.2566074,0.1679479,0.1084999,0.2466515,0.2607041,0.2646564,0.2102027,0.25258,0.3403352,0.2825148,0.1953451,0.1665813,0.2125448,0.1644588,0.1053941,0.1932226,0.2061041,0.1253019,0.1247896,0.1264755,0.1274287,0.1563164,0.2086663,0.3146125,0.06679375,0.02932766,0.03042745,0.09714788,0.1098321,0.1620353,0.1467116,0.3104333,0.04435809,0.02287558,0.02734805,0.02637573,0.02387775,0.02681655,0.008595988,0.07111895,0.0670781,0.0257145,0.01403277,0.03967379,0.0509147,0.0213063,0.005363309,0.07009037,0.0487106,0.01917567,0.04048196,0.02509198,0.02818249,0.01854305,0.01854305,0.03958793,0.06416482,0.02229581,0.01795438,0.04370861,0.0490802,0.0192053,0.003164091,0.06769684,0.04172185,0.01780721,0.01743929,0.1833199,0.1922032,0.1712062,0.1496953,0.1850819,0.2429337,0.1995448,0.1610014,0.2318479,0.2750165,0.2213494,0.1344982,0.2367668,0.2548271,0.1690037,0.1742897
28,0.223513,0.2523344,0.246673,0.1857952,0.2001323,0.2904198,0.06683332,0.2232924,0.2809352,0.3435777,0.2307183,0.1786633,0.2958606,0.3235056,0.2146901,0.1398427,0.3125827,0.3315449,0.3378657,0.2686315,0.3162575,0.4243716,0.3621196,0.2513597,0.2236513,0.2839189,0.2296781,0.1497134,0.2513597,0.2788476,0.1733059,0.1749963,0.1764836,0.1813491,0.2173977,0.2681902,0.3650571,0.06671581,0.02919278,0.030446,0.1267232,0.1424254,0.2246959,0.1890159,0.3554736,0.04437892,0.02285293,0.02712864,0.02643627,0.02363019,0.0266578,0.008270565,0.0711121,0.06690297,0.02540245,0.01373505,0.0398021,0.05065721,0.02119332,0.005316792,0.06993058,0.04822035,0.01897799,0.04024516,0.02498891,0.02853763,0.01855685,0.01885258,0.03977525,0.0643945,0.02247523,0.01803933,0.04398935,0.04931244,0.01922224,0.003252994,0.06764749,0.04191926,0.01789147,0.01752181,0.2497421,0.2656595,0.2411201,0.210759,0.2509948,0.323213,0.2781872,0.2237288,0.2900516,0.34451,0.284451,0.175829,0.2910833,0.3173176,0.215549,0.2237288
29,0.2836052,0.3242784,0.3182993,0.2436702,0.253045,0.3641397,0.06702591,0.2880343,0.326493,0.3986861,0.2709825,0.2119288,0.3401491,0.3770576,0.2536355,0.1664575,0.3667036,0.3883352,0.3962348,0.3159838,0.3669989,0.4925803,0.4275378,0.2960502,0.2815799,0.3559985,0.2970838,0.1945367,0.310742,0.3521595,0.2217054,0.2259136,0.2426171,0.2517208,0.2825845,0.3166309,0.4003405,0.06631634,0.02923544,0.03034564,0.172156,0.1931759,0.2881356,0.2227074,0.387166,0.04344608,0.0225742,0.02701502,0.02633531,0.02299703,0.02626113,0.007863501,0.07091988,0.06646884,0.02522255,0.01350148,0.03976261,0.05,0.02091988,0.004896143,0.06951039,0.04762611,0.01884273,0.04005935,0.0248198,0.02771792,0.01813183,0.01835476,0.03960764,0.06390726,0.02199599,0.01783459,0.04391766,0.04837631,0.01902356,0.002749498,0.06725124,0.04101954,0.01768596,0.01686854,0.3177245,0.340287,0.313138,0.2731173,0.3187602,0.4072348,0.3579672,0.2888741,0.3367362,0.3997633,0.3351827,0.2104601,0.3334813,0.3701731,0.2538097,0.2631306
30,0.3368476,0.3823595,0.3764942,0.2909644,0.3009132,0.4299503,0.06726557,0.338184,0.3593437,0.4375232,0.2989086,0.2349098,0.3704804,0.4145074,0.2802732,0.1860569,0.403471,0.4270563,0.4375139,0.3487355,0.401691,0.53942,0.473411,0.3273011,0.3288586,0.4140028,0.3514055,0.2302158,0.3590447,0.4124453,0.259957,0.2662612,0.3116864,0.3226214,0.3344491,0.349178,0.4228967,0.06464331,0.02804434,0.02901138,0.2308265,0.2605817,0.3377222,0.2454809,0.4080934,0.0421037,0.02127501,0.02551514,0.02512675,0.02169699,0.02527587,0.006934089,0.07008649,0.06531464,0.02408291,0.01237698,0.03884581,0.04861318,0.01990755,0.003728005,0.06896809,0.04645094,0.01781986,0.03899493,0.02397849,0.02644357,0.01695675,0.01710615,0.03876895,0.06259804,0.02076641,0.01673265,0.04310152,0.04698588,0.01792784,0.001792784,0.06678121,0.03974004,0.01665795,0.01576156,0.3736901,0.4011891,0.3710145,0.322854,0.3725753,0.4741732,0.4215533,0.3407655,0.3696767,0.4376068,0.3706429,0.2324786,0.3646228,0.4122631,0.2791527,0.2910442
31,0.3815309,0.4236417,0.4152195,0.3233212,0.3395692,0.4811061,0.06693001,0.3778788,0.3824253,0.4622494,0.3180294,0.2500559,0.3913692,0.439517,0.2976075,0.20079,0.428614,0.4526826,0.4642325,0.3707153,0.4249627,0.5708644,0.50462,0.3504471,0.3619225,0.4552906,0.3901639,0.254918,0.3923249,0.4540984,0.2872578,0.2945603,0.3685509,0.3811126,0.371467,0.3715418,0.4392852,0.0642291,0.02766562,0.02871243,0.2916106,0.3310902,0.3725886,0.2610289,0.4229101,0.04142366,0.02086137,0.02519814,0.0250206,0.021275,0.02494569,0.006592254,0.07011762,0.06479886,0.0237471,0.01228556,0.03910405,0.04786875,0.01977676,0.003520863,0.06899393,0.04584613,0.01760432,0.03887932,0.02356473,0.02626642,0.01688555,0.01711069,0.03849906,0.06236398,0.02071295,0.01658536,0.04292683,0.04637899,0.01786116,0.001575985,0.0667167,0.03917448,0.01658536,0.0156848,0.4123396,0.4450164,0.4120412,0.3578782,0.4099523,0.5226798,0.4661295,0.3772754,0.3927186,0.4641898,0.3954044,0.2488809,0.3857804,0.4441958,0.2965533,0.3096091
32,0.4161681,0.4535597,0.4435387,0.3466198,0.371373,0.5222106,0.06977266,0.4043524,0.3991176,0.4838468,0.3311397,0.2615914,0.4057733,0.4604397,0.31035,0.2135058,0.4451753,0.4722326,0.4841917,0.386277,0.4425592,0.5943643,0.5248524,0.3626579,0.3847821,0.4845654,0.4157261,0.2722924,0.4150534,0.4847896,0.305105,0.3145975,0.4079105,0.422921,0.3979285,0.3868208,0.450015,0.06649655,0.02836986,0.02912038,0.3408136,0.3922246,0.3955269,0.27139,0.4336536,0.04435605,0.02154008,0.02566797,0.02632371,0.02331528,0.02654934,0.007821902,0.07190132,0.06768953,0.0248195,0.0134627,0.04061372,0.05204573,0.02098375,0.004512636,0.07024669,0.04933815,0.01872744,0.04001204,0.0249247,0.02831325,0.01784639,0.01814759,0.04013554,0.06506024,0.02146084,0.01754518,0.04457831,0.0501506,0.01875,0.002409639,0.06807229,0.04254518,0.01724398,0.01641566,0.4393202,0.4744329,0.4408175,0.3817474,0.4361758,0.5550647,0.4952459,0.4012877,0.4080257,0.4852138,0.4120686,0.2609119,0.400015,0.4711387,0.3089017,0.3237254
33,0.4422499,0.4731151,0.4602734,0.3611445,0.3956143,0.5510664,0.07021628,0.421523,0.4116101,0.4972214,0.3411685,0.2680234,0.415365,0.4736407,0.31924,0.2220637,0.4565381,0.4856628,0.4963219,0.3965621,0.4531602,0.6104189,0.5416604,0.3723165,0.4007657,0.5042036,0.4324426,0.2837412,0.4304909,0.5046539,0.3178952,0.3273532,0.4337377,0.4500867,0.4146011,0.3965946,0.4583741,0.06743012,0.02840353,0.02908159,0.3746704,0.4338883,0.4103066,0.2786107,0.4408951,0.04618398,0.02132148,0.02546523,0.02664956,0.02453571,0.02695153,0.007700438,0.07247471,0.06930394,0.02476219,0.01328703,0.04121999,0.05405406,0.02106296,0.004454175,0.07073834,0.05148724,0.01857165,0.04001208,0.02541027,0.02934281,0.01860395,0.01822582,0.04098919,0.06632383,0.02178023,0.01769644,0.04545111,0.05233306,0.01913333,0.002646903,0.06874385,0.04461922,0.01754519,0.01656205,0.4565757,0.4950748,0.4589067,0.3970975,0.453192,0.5780134,0.5152267,0.4177758,0.4209339,0.4996616,0.4234905,0.2686668,0.4092789,0.4922926,0.3171667,0.3313031
34,0.4626112,0.4877129,0.4739937,0.3716267,0.415046,0.5729685,0.07229006,0.4332881,0.4205488,0.5064827,0.3475049,0.2729534,0.4230363,0.4830393,0.3252676,0.2293834,0.4653458,0.4937472,0.5060268,0.4039476,0.4612024,0.6203104,0.5505499,0.3793129,0.4109537,0.5167244,0.4441766,0.2907187,0.4410878,0.5183064,0.3259003,0.3362212,0.450685,0.4678677,0.4258572,0.4037544,0.4634774,0.06721672,0.02830974,0.02906669,0.3976989,0.4605253,0.42071,0.2836273,0.4465218,0.04640073,0.02134585,0.02543335,0.02692249,0.02472319,0.02722585,0.007735477,0.07303201,0.06916427,0.02502654,0.01334749,0.04178675,0.05460337,0.02131048,0.004550281,0.07128773,0.05217655,0.01888366,0.04011831,0.0255164,0.02992102,0.01890948,0.01837789,0.04123633,0.06644896,0.02202309,0.01784629,0.04586877,0.05293135,0.01951701,0.0027339,0.06903099,0.04510936,0.01784629,0.01663123,0.4677432,0.5102241,0.4710632,0.4079831,0.4648004,0.5912623,0.527805,0.4286577,0.4279786,0.507885,0.4306195,0.2744284,0.4163586,0.5063004,0.3227948,0.336603
35,0.4776583,0.4959103,0.4811421,0.3790518,0.4284308,0.5901242,0.07255377,0.4414571,0.4263102,0.5104514,0.3514087,0.2765829,0.4267646,0.4860648,0.3289912,0.2335656,0.4700182,0.4980315,0.5115082,0.4080103,0.466384,0.6273471,0.5570866,0.383934,0.4169443,0.5231678,0.4507117,0.2955784,0.4475318,0.5245306,0.330633,0.3415354,0.462825,0.4786377,0.4331002,0.408849,0.4667782,0.06667174,0.02752015,0.02850844,0.4115098,0.4752927,0.4270944,0.2865288,0.449369,0.04401703,0.02075414,0.02493538,0.02596908,0.02299901,0.02612139,0.007158632,0.07181479,0.06846394,0.02406519,0.01279415,0.04081944,0.05178585,0.02048587,0.003960094,0.07044399,0.04896809,0.0182012,0.03952479,0.02439768,0.02759988,0.01745959,0.01738335,0.04002745,0.06534004,0.02081427,0.01684965,0.04460201,0.04955779,0.01829826,0.001601098,0.06800854,0.04193352,0.01692589,0.01532479,0.4752881,0.5190267,0.4788508,0.4146452,0.4714221,0.6024106,0.5375986,0.435946,0.4332171,0.5115221,0.4357944,0.2781231,0.4213918,0.5159945,0.3261825,0.3408884
36,0.4901216,0.5026596,0.4870821,0.3841945,0.4403495,0.6054711,0.07363222,0.4487842,0.4316109,0.5155775,0.3546353,0.2782675,0.431003,0.4907295,0.331535,0.2383739,0.4734762,0.5019,0.5161119,0.4131327,0.4700562,0.632543,0.5638395,0.3869889,0.4217206,0.5299438,0.4565283,0.2986016,0.4536404,0.5317677,0.3345493,0.3454172,0.4700855,0.48634,0.4378816,0.4113248,0.4685592,0.06631563,0.02663309,0.02747253,0.421398,0.4879426,0.4312424,0.28808,0.4520757,0.04380342,0.01953602,0.02373321,0.02552346,0.02269601,0.02544704,0.006266239,0.07160324,0.0683937,0.02330735,0.01184472,0.04042488,0.05188751,0.01994498,0.003133119,0.07083906,0.04936573,0.01757604,0.03882011,0.02404288,0.02748851,0.01715161,0.0169219,0.0398928,0.06562021,0.0204441,0.01638591,0.04441041,0.05007657,0.01799387,0.001148545,0.06845329,0.04234303,0.01646248,0.01485452,0.4817379,0.5263278,0.4846294,0.4199513,0.4773246,0.6091919,0.5432202,0.4415614,0.4352458,0.5160554,0.4385177,0.2802465,0.4248212,0.5265561,0.3283366,0.342718
37,0.5014877,0.5067521,0.4903487,0.3866636,0.4493782,0.6150911,0.07629511,0.455024,0.4348821,0.5174334,0.3566034,0.2792401,0.4321355,0.4924849,0.3329518,0.2406348,0.4768151,0.5041184,0.5183039,0.4132856,0.4717053,0.6354485,0.5644448,0.3888804,0.425183,0.5324893,0.4597315,0.3008694,0.4564521,0.5333282,0.3367144,0.3480781,0.4762781,0.491454,0.4412509,0.4135817,0.4696865,0.06499579,0.02636622,0.02713268,0.428221,0.4949797,0.4343527,0.2893386,0.4547406,0.0428451,0.01954472,0.02353031,0.02472169,0.02172745,0.02487524,0.005758157,0.07132438,0.06702495,0.02272553,0.01151631,0.03992322,0.05059501,0.01942419,0.002840691,0.0706334,0.04821497,0.01696737,0.03861804,0.02359723,0.02682552,0.01652575,0.01652575,0.03943121,0.0641814,0.01990776,0.01606457,0.04396618,0.04880861,0.01760184,0.0006917756,0.06833205,0.0413528,0.01621829,0.01452729,0.4851077,0.5306247,0.4869406,0.4228654,0.4800672,0.6124943,0.5498702,0.4439438,0.4395143,0.51894,0.4408126,0.2821903,0.4280587,0.5339087,0.3298457,0.3454254
38,0.5099434,0.5111672,0.494034,0.3899342,0.4590026,0.6230687,0.07870582,0.456861,0.4378155,0.5204987,0.3578094,0.2810923,0.4339911,0.4938045,0.3345571,0.2429249,0.4779682,0.5061964,0.5195838,0.4143207,0.4730722,0.6369339,0.566478,0.3906824,0.4278611,0.5357252,0.4627448,0.3023256,0.4593788,0.5377142,0.3387393,0.3502907,0.4799692,0.4958862,0.4433679,0.4152249,0.4708958,0.06466743,0.02668205,0.02806613,0.4335256,0.5008074,0.437524,0.2903499,0.4558247,0.04352172,0.01983852,0.02391388,0.02525214,0.02217261,0.02532912,0.006159058,0.07175303,0.06674879,0.02325044,0.01201016,0.04041881,0.05150512,0.01986296,0.003002541,0.07106013,0.04896451,0.01747633,0.03903303,0.02391791,0.02708124,0.01674253,0.01674253,0.03973459,0.06396111,0.01990587,0.01627961,0.04444101,0.0492246,0.01743693,0.0007715454,0.06882185,0.04189492,0.01604814,0.01465936,0.4883133,0.5342938,0.490459,0.4251667,0.4833321,0.6165223,0.5480114,0.4472373,0.4411832,0.5214193,0.4434056,0.2842363,0.4293049,0.5420339,0.3315197,0.34654
39,0.5171911,0.5153492,0.4963162,0.3921719,0.4669225,0.6323868,0.08326938,0.4627015,0.4405986,0.5256332,0.3600921,0.2818112,0.4361474,0.499079,0.3364543,0.2455871,0.4796012,0.5092791,0.5218558,0.4161043,0.4750767,0.6398006,0.5680215,0.3919479,0.4302914,0.5421012,0.4642638,0.3037577,0.4608129,0.542408,0.3397239,0.3522239,0.482934,0.5002697,0.4451036,0.4160567,0.4724555,0.06718545,0.02789121,0.02835349,0.4373989,0.508822,0.4384775,0.2915479,0.4562755,0.04830881,0.02072579,0.02488635,0.02661832,0.02476661,0.02708124,0.006943909,0.07345112,0.06920762,0.02430368,0.01257619,0.04204923,0.05624566,0.02106319,0.003703418,0.07190803,0.05369956,0.01828563,0.03996605,0.0252822,0.02984382,0.01840111,0.01770527,0.04151848,0.06672336,0.02110716,0.01716406,0.04623473,0.05427555,0.01886501,0.001700943,0.06973867,0.04685326,0.01747333,0.01561775,0.4904762,0.5390169,0.493702,0.4274962,0.4847926,0.6198156,0.5495391,0.4494624,0.4433948,0.525192,0.4450845,0.2855607,0.4304147,0.5517665,0.3327189,0.3480031
40,0.5244147,0.5187153,0.4975354,0.3936383,0.4736599,0.6410197,0.08487369,0.4623383,0.4422366,0.5292668,0.3609827,0.2823475,0.4372304,0.5016944,0.3365681,0.2493839,0.4800647,0.5100061,0.5227833,0.4162562,0.4769089,0.6427032,0.5699661,0.393242,0.4316503,0.5440271,0.4658251,0.3044951,0.4624384,0.5451816,0.3404403,0.3527555,0.484462,0.5018553,0.4464286,0.4174397,0.4733302,0.06910946,0.02837044,0.02860235,0.4408627,0.5124459,0.4390074,0.2922078,0.4574057,0.05071119,0.02102659,0.02527829,0.02748529,0.02640136,0.02794983,0.007742335,0.07463611,0.0716166,0.0248529,0.01354909,0.0434345,0.05853205,0.02175596,0.004490554,0.0726231,0.05651905,0.01896872,0.04072468,0.0257544,0.03118455,0.01939338,0.0181522,0.04235513,0.06857497,0.02179815,0.01768676,0.04716469,0.05624079,0.01947095,0.002249632,0.07043674,0.04925917,0.01799705,0.01598014,0.4918286,0.5448658,0.494835,0.4285384,0.4868177,0.6223404,0.5499538,0.449815,0.4441875,0.5277521,0.4457293,0.2861548,0.4322387,0.5588961,0.3334104,0.348597
Step3Channel2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle,A1,B1,C1,D1,E1,F1,G1,H1,A2,B2,C2,D2,E2,F2,G2,H2,A3,B3,C3,D3,E3,F3,G3,H3,A4,B4,C4,D4,E4,F4,G4,H4,A5,B5,C5,D5,E5,F5,G5,H5,A6,B6,C6,D6,E6,F6,G6,H6,A7,B7,C7,D7,E7,F7,G7,H7,A8,B8,C8,D8,E8,F8,G8,H8,A9,B9,C9,D9,E9,F9,G9,H9,A10,B10,C10,D10,E10,F10,G10,H10,A11,B11,C11,D11,E11,F11,G11,H11,A12,B12,C12,D12,E12,F12,G12,H12
1,0.1654696,0.1558011,0.1524862,0.1121547,0.1679558,0.2140884,0.2157459,0.1494475,0.1662983,0.1930939,0.1466851,0.1016575,0.1687845,0.1856354,0.1279006,0.07790055,0.1662983,0.169337,0.169337,0.1334254,0.1848066,0.2254144,0.2107735,0.1270718,0.1657459,0.1966851,0.1651934,0.1058011,0.1690608,0.1895028,0.1223757,0.1196133,0.1680509,0.1605759,0.1475637,0.1232004,0.18134,0.03239202,0.03460687,0.1292913,0.1669435,0.1846622,0.1589147,0.09883721,0.1722038,0.03045404,0.01827243,0.1182171,0.03063759,0.01214463,0.01711289,0,0.04085013,0.03505382,0.02263318,0.01076456,0.04471432,0.03588187,0.02484129,0.01186862,0.05299475,0.03643389,0.01849296,0.03615788,0.03071389,0.01217488,0.01106807,0.002767017,0.04537908,0.03348091,0.02185944,0.01355838,0.04565578,0.03486441,0.02684007,0.01217488,0.05118982,0.03514112,0.01909242,0.01521859,0.1726818,0.1776791,0.1554692,0.1243753,0.1840644,0.2148806,0.1960022,0.1507496,0.1699056,0.1901721,0.162965,0.1027207,0.1565797,0.191005,0.1218767,0.1199334
2,0.1698745,0.1634589,0.1573222,0.1177127,0.176848,0.2181311,0.2225941,0.1503487,0.1695955,0.1966527,0.1509065,0.1040446,0.1695955,0.1874477,0.1291492,0.08228731,0.1703435,0.1725775,0.1736945,0.135437,0.1873778,0.2292656,0.2122312,0.1329238,0.167551,0.1991064,0.1717397,0.1150517,0.1714605,0.1938006,0.1259425,0.1248255,0.1711888,0.1633566,0.1527273,0.1275524,0.1862937,0.03272727,0.03664336,0.1367832,0.1700699,0.1871329,0.1641958,0.1037762,0.1756643,0.02993007,0.01818182,0.1227972,0.03155543,0.01172857,0.01703435,0,0.04188774,0.03490645,0.02261938,0.01089081,0.04579726,0.03630271,0.02513264,0.01172857,0.05417481,0.03714046,0.01870986,0.03658196,0.03018446,0.01145892,0.01089994,0.002235886,0.04583566,0.03269983,0.02207937,0.01285634,0.04527669,0.0352152,0.02711012,0.01145892,0.05114589,0.03409726,0.01928452,0.0136948,0.1773288,0.1798541,0.1590909,0.127385,0.1877104,0.2202581,0.2017396,0.1554433,0.1728395,0.1966891,0.1680696,0.09904601,0.1618968,0.1969697,0.1251403,0.1228956
3,0.1737539,0.1681217,0.1605182,0.1205294,0.1838919,0.223599,0.2297944,0.1551676,0.1720642,0.1979724,0.1515066,0.1044776,0.1703745,0.1875528,0.1298226,0.08363841,0.1731419,0.1731419,0.1762387,0.1373874,0.1891892,0.2308559,0.2131194,0.1362613,0.1708896,0.2004505,0.173705,0.1173986,0.173705,0.1962275,0.1266892,0.1266892,0.1743792,0.1647855,0.1557562,0.1289503,0.1901806,0.03216704,0.03724605,0.1393905,0.1735327,0.1879233,0.1661964,0.1060948,0.1780474,0.03019187,0.01862302,0.1241535,0.03044827,0.01184099,0.01719763,0,0.04116154,0.03495912,0.0228362,0.009867494,0.04510854,0.03693262,0.02452777,0.01099521,0.05384832,0.03721455,0.01860727,0.03665069,0.03045685,0.01156232,0.01156232,0.003102087,0.0462493,0.03327693,0.02284264,0.01353638,0.04681331,0.03666103,0.02763677,0.01184433,0.05132544,0.03496898,0.01974055,0.0143824,0.1820752,0.1815097,0.1608708,0.1289228,0.1882952,0.221374,0.204976,0.158609,0.1769861,0.2015833,0.1702007,0.1014984,0.163698,0.2032796,0.1277919,0.126661
